,TERM,COST,MEAN
4009,required,10.97,10.97
4010,requirement,,
4011,requires,5.98,5.98
4012,research,50.0,50.0
4013,researching,67.0,67.0
4014,resentful,,
4015,resentment,15.32,15.32
4016,reserves,500.0,500.0
4017,residence,"['$2.0', '$3.0', '$3.0', '$3.0', '$5.0', '$6.0', '$9.0', '$12.0', '$12.0', '$13.0', '$14.0', '$16.0', '$18.0', '$18.0', '$18.0', '$20.0']",10.75
4018,residual,22.77,22.77
4019,resigned,89.99,89.99
4020,resistance,18.99,18.99
4021,resistant,13.95,13.95
4022,resisted,50.0,50.0
4023,resonate,3.0,3.0
4024,resonated,116.66,116.66
4025,resonates,13.0,13.0
4026,resource,7.99,7.99
4027,respect,9.95,9.95
4028,respecting,5.49,5.49
4029,respond,42.49,42.49
4030,responding,18.99,18.99
4031,response,56.25,56.25
4032,responses,4.95,4.95
4033,responsibilities,95.89,95.89
4034,responsibility,22.95,22.95
4035,responsible,"['$1.0', '$30.0']",15.5
4036,rest,18.99,18.99
4037,restaurant,13.99,13.99
4038,restaurants,3.3,3.3
4039,restored,51.8,51.8
4040,restrict,9.95,9.95
4041,restricts,7.99,7.99
4042,result,13.79,13.79
4043,results,13.79,13.79
4044,retail,17.79,17.79
4045,retailing,7.99,7.99
4046,retained,4.95,4.95
4047,retainer,24.99,24.99
4048,retire,7.67,7.67
4049,retired,14.99,14.99
4050,retirement,10.99,10.99
4051,return,120.0,120.0
4052,returned,25.9,25.9
4053,returns,30.0,30.0
4054,revealing,1.25,1.25
4055,revenge,19.99,19.99
4056,revenue,10.5,10.5
4057,reverse,27.99,27.99
4058,reversed,45.98,45.98
4059,review,50.99,50.99
4060,reviewer,73.95,73.95
4061,reviews,73.95,73.95
4062,revise,29.95,29.95
4063,revitalizing,20.95,20.95
4064,revolving,56.99,56.99
4065,reward,30.68,30.68
4066,rewarded,28.99,28.99
4067,rewarding,,
4068,rewards,4.75,4.75
4069,ribbon,3.88,3.88
4070,rich,96.66,96.66
4071,richer,9.99,9.99
4072,richest,"['$2.48', '$3.1', '$3.8', '$70.5', '$91.6', '$99.9', '$116.9', '$125.0', '$143.0']",72.92
4073,rid,24.9,24.9
4074,ride,67.95,67.95
4075,ridiculous,46.5,46.5
4076,rifle,175.99,175.99
4077,right,120.99,120.99
4078,ring,89.99,89.99
4079,ringing,15.75,15.75
4080,rip,15.99,15.99
4081,ripping,"['$1.09', '$3.0', '$30.0', '$100.0', '$144.0', '$216.0']",82.34833333333334
4082,ripple,14.99,14.99
4083,rise,7.95,7.95
4084,rising,39.99,39.99
4085,risk,39.99,39.99
4086,riskiest,9.99,9.99
4087,risking,4.49,4.49
4088,risks,39.99,39.99
4089,risky,54.99,54.99
4090,road,269.0,269.0
4091,robbed,10.7,10.7
4092,robert,29.99,29.99
4093,robot,199.99,199.99
4094,robs,9.25,9.25
4095,robust,44.0,44.0
4096,rock,24.95,24.95
4097,rocket,64.99,64.99
4098,rocks,19.99,19.99
4099,rod,53.99,53.99
4100,role,199.99,199.99
4101,roll,547.01,547.01
4102,rolled,22.99,22.99
4103,roller,12.95,12.95
4104,rolling,8.95,8.95
4105,romantic,10.59,10.59
4106,roof,"['$1.0', '$1.0', '$1.0', '$1.0', '$3.0', '$3.5', '$4.0', '$4.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.5', '$6.0', '$6.0', '$6.0', '$7.0', '$7.0', '$7.0', '$7.0', '$8.0', '$8.0', '$8.0', '$8.0', '$8.0', '$8.0', '$9.0', '$9.0', '$9.0', '$9.0', '$10.0', '$10.0', '$10.0', '$10.0', '$11.0', '$12.0', '$14.0', '$14.0', '$14.0', '$15.0', '$15.0', '$15.0', '$16.0', '$20.0', '$25.0', '$25.0', '$25.0', '$30.0', '$100.0', '$260.0', '$280.0', '$400.0', '$5250.0', '$10500.0']",319.537037037037
4107,room,5.99,5.99
4108,roomful,25.0,25.0
4109,rooms,8.99,8.99
4110,root,39.99,39.99
4111,roots,12.25,12.25
4112,roses,8.97,8.97
4113,roughly,7.16,7.16
4114,round,6.42,6.42
4115,route,32.95,32.95
4116,routine,110.0,110.0
4117,row,405.0,405.0
4118,royalties,6.99,6.99
4119,rub,13.0,13.0
4120,rude,15.99,15.99
4121,rugged,169.99,169.99
4122,ruin,37.77,37.77
4123,rule,,
4124,rules,10.75,10.75
4125,rum,1.0,1.0
4126,rumors,10.0,10.0
4127,run,39.99,39.99
4128,runners,32.99,32.99
4129,running,39.99,39.99
4130,ruse,5.95,5.95
4131,rush,23.98,23.98
4132,ruthless,11.99,11.99
4133,s,"['$0.0 ', ' $4.27 ', ' $8.62 ', ' $8.62 ', ' $10.16 ', ' $40.0 ', ' $41.0 ', ' $50.0 ', ' $58.0 ', ' $85.0 ', ' $99.0 ', ' $119.0']",43.63916666666666
4134,sacred,35.0,35.0
4135,sacrifice,14.33,14.33
4136,sacrificed,6.0,6.0
4137,sacrifices,4.09,4.09
4138,sad,"['$0.3', '$0.3', '$0.49', '$0.49', '$0.5', '$0.5', '$0.54', '$0.54', '$0.57', '$0.77', '$0.8', '$0.85', '$1.0', '$1.0', '$1.0', '$2.0', '$2.0', '$2.0', '$2.0', '$2.0', '$2.15', '$3.0', '$4.0', '$8.0', '$72.0', '$120.0', '$130.0', '$160.0', '$260.0', '$360.0', '$400.0', '$560.0', '$600.0', '$900.0']",105.84705882352941
4139,sadly,40.0,40.0
4140,safe,7.29,7.29
4141,safest,"['$4.0', '$10.0', '$20.0', '$200.0', '$300000.0']",60046.8
4142,safety,29.49,29.49
4143,said,14.5,14.5
4144,sail,49.99,49.99
4145,sailed,79.99,79.99
4146,sailing,19.99,19.99
4147,sake,16.95,16.95
4148,salary,4.49,4.49
4149,sale,20.71,20.71
4150,sales,15.95,15.95
4151,salesman,118.0,118.0
4152,salespeople,10.99,10.99
4153,salesperson,65.0,65.0
4154,same,55.83,55.83
4155,sample,550.0,550.0
4156,sandy,1.99,1.99
4157,sat,7.99,7.99
4158,satellite,"['$2.0', '$3.0', '$5.0', '$7.0', '$10.0', '$12.0', '$13.5', '$14.0', '$15.0', '$20.0', '$25.0', '$39.99', '$40.0', '$50.0', '$50.0', '$59.99', '$64.99', '$74.99', '$89.99', '$90.0', '$94.99', '$114.99', '$125.0', '$129.99', '$137.99', '$400.0', '$400.0', '$500.0']",92.47892857142857
4159,satisfaction,12.5,12.5
4160,sauce,14.98,14.98
4161,sauna,1290.0,1290.0
4162,save,9.99,9.99
4163,saved,36.0,36.0
4164,savers,"['$1.0', '$6.99', '$8.49']",5.493333333333332
4165,saves,18.98,18.98
4166,saving,6.0,6.0
4167,savings,9.88,9.88
4168,saw,59.99,59.99
4169,say,12.99,12.99
4170,saying,9.49,9.49
4171,says,12.0,12.0
4172,scale,37.95,37.95
4173,scaling,5.19,5.19
4174,scan,99.95,99.95
4175,scarce,202.5,202.5
4176,scarcity,34.95,34.95
4177,scare,33.29,33.29
4178,scared,6.99,6.99
4179,scares,2.75,2.75
4180,scariest,13.99,13.99
4181,scary,6.58,6.58
4182,scenario,15.96,15.96
4183,scene,15.1,15.1
4184,scenes,5.95,5.95
4185,schedule,0.99,0.99
4186,schedules,1.05,1.05
4187,scholar,61.0,61.0
4188,scholarship,14.99,14.99
4189,scholarships,5.0,5.0
4190,school,26.9,26.9
4191,school's,9.99,9.99
4192,schools,"['$7.0', '$9.0', '$11.0', '$11.0', '$11.0', '$11.0', '$11.0', '$11.0', '$12.0', '$13.0', '$14.0', '$14.0', '$14.0', '$19.0', '$24.0', '$24.0', '$24.0', '$28.0', '$33.0', '$33.0', '$41.0', '$53.0']",19.454545454545453
4193,science,5.99,5.99
4194,scientist,19.99,19.99
4195,scientists,14.49,14.49
4196,scope,138.99,138.99
4197,score,8.95,8.95
4198,scorecard,15.39,15.39
4199,scramble,65.0,65.0
4200,scrambling,4.99,4.99
4201,scrap,"['$0.03', '$0.03', '$0.04', '$0.05', '$0.06', '$0.24', '$0.24', '$0.27', '$0.27', '$0.65', '$0.7', '$1.22', '$1.3', '$1.4', '$1.5', '$1.8', '$1.95', '$2.15', '$2.3', '$2.4', '$2.55', '$10.0', '$195.0']",9.832608695652176
4202,scratched,10.75,10.75
4203,screams,37.99,37.99
4204,screen,34.88,34.88
4205,screw,18.95,18.95
4206,screwed,9.53,9.53
4207,screwing,8.99,8.99
4208,script,19.99,19.99
4209,scripting,2.99,2.99
4210,scrolling,229.65,229.65
4211,se,84.0,84.0
4212,sea,29.99,29.99
4213,seafood,17.99,17.99
4214,search,4.09,4.09
4215,searching,8.72,8.72
4216,season,19.99,19.99
4217,seat,98.09,98.09
4218,second,114.99,114.99
4219,secondly,29.31,29.31
4220,seconds,18.45,18.45
4221,secret,9.97,9.97
4222,secretary,99.9,99.9
4223,secrets,16.77,16.77
4224,section,,
4225,sector,115.0,115.0
4226,secure,199.99,199.99
4227,securing,7.0,7.0
4228,security,15.95,15.95
4229,see,4.85,4.85
4230,seed,2.25,2.25
4231,seeing,4.49,4.49
4232,seek,225.0,225.0
4233,seeking,7.38,7.38
4234,seem,130.0,130.0
4235,seemed,24.99,24.99
4236,seemingly,229.95,229.95
4237,seems,"['$0.19', '$0.2', '$2.47', '$2.5', '$3.95', '$4.0', '$37.63', '$55.9', '$64.93', '$65.0']",23.677
4238,seen,175.0,175.0
4239,seethe,51.0,51.0
4240,segment,7.74,7.74
4241,segments,23.5,23.5
4242,segue,29.0,29.0
4243,select,1.2,1.2
4244,self,75.0,75.0
4245,sell,0.99,0.99
4246,seller,"['$37.0', '$50.0', '$250.0']",112.33333333333331
4247,sellers,1.59,1.59
4248,selling,2.99,2.99
4249,sells,16.14,16.14
4250,selves,9.99,9.99
4251,semester,24.95,24.95
4252,seminar,18.87,18.87
4253,seminars,40.0,40.0
4254,send,25.0,25.0
4255,sending,42.75,42.75
4256,sends,15.99,15.99
4257,sense,225.0,225.0
4258,sensible,47.95,47.95
4259,sensitive,32.99,32.99
4260,sent,15.49,15.49
4261,separate,5.99,5.99
4262,separates,3.99,3.99
4263,separation,1.0,1.0
4264,series,17.44,17.44
4265,serious,19.99,19.99
4266,serums,17.89,17.89
4267,serve,59.0,59.0
4268,served,37.99,37.99
4269,server,99.97,99.97
4270,servers,399.97,399.97
4271,serves,175.0,175.0
4272,service,25.0,25.0
4273,services,25.0,25.0
4274,serving,21.99,21.99
4275,session,64.99,64.99
4276,sessions,19.99,19.99
4277,set,319.99,319.99
4278,sets,149.99,149.99
4279,setting,110.99,110.99
4280,settled,32.0,32.0
4281,seven,111.19,111.19
4282,seventeen,6.0,6.0
4283,seventies,13.97,13.97
4284,several,4.05,4.05
4285,severe,9.99,9.99
4286,sex,14.99,14.99
4287,sexy,4.99,4.99
4288,shadow,8.99,8.99
4289,shady,31.95,31.95
4290,shake,34.99,34.99
4291,shall,19.99,19.99
4292,shape,39.99,39.99
4293,shapes,11.89,11.89
4294,shaping,5.99,5.99
4295,share,19.99,19.99
4296,shared,69.99,69.99
4297,shares,19.99,19.99
4298,sharing,15.99,15.99
4299,shark,79.99,79.99
4300,sharks,10.99,10.99
4301,sharp,40.0,40.0
4302,shave,9.0,9.0
4303,she,10.98,10.98
4304,she'd,,
4305,she'll,,
4306,she's,,
4307,sheet,12.99,12.99
4308,shes,89.99,89.99
4309,shift,19.99,19.99
4310,shifted,9.0,9.0
4311,shifts,15.99,15.99
4312,shine,"['$8.0', '$10.0', '$10.0', '$12.0', '$15.0', '$16.0', '$18.0', '$20.0', '$20.0', '$29.95', '$50.0', '$55.0', '$59.0', '$65.0', '$65.0', '$78.0', '$99.0', '$110.0', '$140.0', '$250.0', '$500.0', '$1000.0', '$1300.0']",170.86739130434782
4313,shines,12.75,12.75
4314,shining,"['$1.49', '$2.29', '$8.99', '$28.25', '$40.0', '$88.16', '$89.0']",36.88285714285714
4315,shiny,16.95,16.95
4316,ship,36.93,36.93
4317,shipped,8.91,8.91
4318,shipping,5.98,5.98
4319,ships,23.89,23.89
4320,shirt,17.95,17.95
4321,shirts,17.79,17.79
4322,shit,14.99,14.99
4323,shock,60.47,60.47
4324,shocks,104.0,104.0
4325,shoe,39.99,39.99
4326,shoes,39.99,39.99
4327,shoot,5.99,5.99
4328,shop,49.49,49.49
4329,shopping,,
4330,shops,13.95,13.95
4331,short,11.27,11.27
4332,shortcut,83.0,83.0
4333,shorted,16.96,16.96
4334,shortening,22.12,22.12
4335,shorter,13.99,13.99
4336,shorting,"['$1.0', '$8.0', '$10.0', '$50.0', '$625.0', '$625.0']",219.83333333333331
4337,shortlist,7.79,7.79
4338,should,22.12,22.12
4339,shouldn't,12.99,12.99
4340,shove,6.87,6.87
4341,shovel,24.99,24.99
4342,shovels,23.95,23.95
4343,show,13.45,13.45
4344,showed,13.95,13.95
4345,shower,9.99,9.99
4346,showing,8.5,8.5
4347,shown,"['$97.0', '$97.0', '$97.0', '$99.0', '$99.0', '$99.0']",98.0
4348,shows,4.98,4.98
4349,shut,9.99,9.99
4350,shutdown,699.99,699.99
4351,shuts,7.99,7.99
4352,shuttle,249.0,249.0
4353,shy,,
4354,sibling,19.99,19.99
4355,sick,120.0,120.0
4356,side,54.08,54.08
4357,sides,18.99,18.99
4358,sideways,25.0,25.0
4359,sighs,23.96,23.96
4360,sight,31.97,31.97
4361,sign,45.0,45.0
4362,signal,49.99,49.99
4363,signals,12.99,12.99
4364,signatures,24.99,24.99
4365,signed,109.99,109.99
4366,significant,20.0,20.0
4367,signing,13.99,13.99
4368,signs,5.99,5.99
4369,silent,24.9,24.9
4370,silly,1.99,1.99
4371,silver,30.89,30.89
4372,similar,19.99,19.99
4373,simple,39.99,39.99
4374,simplicity,82.99,82.99
4375,simplify,9.45,9.45
4376,simply,13.95,13.95
4377,simulate,80.29,80.29
4378,simulating,68.99,68.99
4379,since,10.99,10.99
4380,sincere,16.58,16.58
4381,sing,6.99,6.99
4382,singing,15.95,15.95
4383,single,31.99,31.99
4384,sins,22.9,22.9
4385,sip,300.0,300.0
4386,sisters,29.75,29.75
4387,sit,19.99,19.99
4388,site,14.99,14.99
4389,sites,5.49,5.49
4390,sits,69.99,69.99
4391,sitting,20.99,20.99
4392,situation,,
4393,situations,18.79,18.79
4394,six,5.99,5.99
4395,sixteen,125.0,125.0
4396,sixth,18.5,18.5
4397,sixty,4.99,4.99
4398,size,54.99,54.99
4399,sized,5.95,5.95
4400,skeptical,16.0,16.0
4401,skill,57.99,57.99
4402,skills,7.98,7.98
4403,skin,17.89,17.89
4404,skinny,19.99,19.99
4405,skip,6.45,6.45
4406,sky,11.23,11.23
4407,slack,16.78,16.78
4408,slanted,9.8,9.8
4409,slave,22.99,22.99
4410,slavery,14.45,14.45
4411,sleep,11.95,11.95
4412,sleeping,7.59,7.59
4413,slept,39.95,39.95
4414,sliced,17.99,17.99
4415,slid,24.99,24.99
4416,slide,15.0,15.0
4417,slides,16.99,16.99
4418,slightly,11.99,11.99
4419,sling,9.97,9.97
4420,slope,8.03,8.03
4421,slow,39.99,39.99
4422,slower,7.95,7.95
4423,slowing,7.79,7.79
4424,slowly,15.1,15.1
4425,small,14.99,14.99
4426,smaller,18.0,18.0
4427,smart,13.85,13.85
4428,smarter,32.0,32.0
4429,smartest,3.99,3.99
4430,smarts,8.95,8.95
4431,smash,50.0,50.0
4432,smell,14.95,14.95
4433,smile,10.99,10.99
4434,smoke,7.99,7.99
4435,smoking,7.99,7.99
4436,smooth,86.99,86.99
4437,smoothly,7.99,7.99
4438,snake,"['$99.0', '$400.0', '$500.0']",333.0
4439,snowball,34.99,34.99
4440,so,10.25,10.25
4441,sob,39.95,39.95
4442,social,13.73,13.73
4443,socialism,16.0,16.0
4444,socialist,11.5,11.5
4445,socially,15.0,15.0
4446,society,26.93,26.93
4447,sock,10.0,10.0
4448,socks,10.0,10.0
4449,sofa,279.99,279.99
4450,soft,11.9,11.9
4451,software,2.5,2.5
4452,sold,59.95,59.95
4453,soldiers,7.99,7.99
4454,solid,"['$1.0', '$2.0', '$2.5', '$4.0', '$4.0', '$4.0', '$5.0', '$6.0', '$7.0', '$8.0', '$10.0', '$10.0', '$10.0', '$12.0']",6.107142857142858
4455,solution,11.3,11.3
4456,solutions,21.99,21.99
4457,solvable,138.74,138.74
4458,solve,3.87,3.87
4459,solved,12.9,12.9
4460,solves,8.0,8.0
4461,solving,5.49,5.49
4462,some,16.5,16.5
4463,somebody,8.99,8.99
4464,somebody's,14.93,14.93
4465,someday,12.93,12.93
4466,somehow,2.79,2.79
4467,someone,12.0,12.0
4468,someone's,9.99,9.99
4469,someplace,0.99,0.99
4470,something,4.15,4.15
4471,sometime,6.0,6.0
4472,sometimes,1.75,1.75
4473,somewhere,7.95,7.95
4474,son,23.95,23.95
4475,song,59.99,59.99
4476,songs,7.78,7.78
4477,soon,20.0,20.0
4478,sophomore,5.99,5.99
4479,sore,12.79,12.79
4480,sorrow,13.99,13.99
4481,sorry,13.49,13.49
4482,sort,39.99,39.99
4483,sorts,11.8,11.8
4484,soto,135.0,135.0
4485,soul,15.0,15.0
4486,souls,21.99,21.99
4487,sound,99.95,99.95
4488,sounding,8.99,8.99
4489,sounds,8.39,8.39
4490,soup,10.99,10.99
4491,source,24.99,24.99
4492,souse,44.99,44.99
4493,sovereignty,14.49,14.49
4494,space,14.95,14.95
4495,spaghetti,9.95,9.95
4496,spam,35.0,35.0
4497,spark,53.0,53.0
4498,sparked,3.49,3.49
4499,sparring,21.99,21.99
4500,speak,3.69,3.69
4501,speaker,83.85,83.85
4502,speakers,86.95,86.95
4503,speaking,11.92,11.92
4504,special,1921.32,1921.32
4505,specialist,8.99,8.99
4506,specialize,"['$225.0', '$425.0', '$450.0', '$875.0']",493.75
4507,species,23.95,23.95
4508,specific,28.0,28.0
4509,specifically,9.99,9.99
4510,speculate,68.99,68.99
4511,speculation,3.0,3.0
4512,speculative,12.0,12.0
4513,speed,18.85,18.85
4514,speeds,299.0,299.0
4515,spend,3.99,3.99
4516,spending,3.96,3.96
4517,spends,18.0,18.0
4518,spent,11.5,11.5
4519,spirit,23.99,23.99
4520,spiritual,3.99,3.99
4521,spiritualists,7.75,7.75
4522,spirituality,3.99,3.99
4523,spiritually,4.99,4.99
4524,spit,"['$6.0', '$6.0', '$6.0', '$89.0']",26.75
4525,splashing,18.99,18.99
4526,split,489.0,489.0
4527,spoiled,15.99,15.99
4528,spoken,9.99,9.99
4529,sponsor,14.99,14.99
4530,sponsoring,6.99,6.99
4531,sponsors,2.0,2.0
4532,spooky,59.99,59.99
4533,spores,20.0,20.0
4534,sport,5.29,5.29
4535,sports,4.79,4.79
4536,spot,32.95,32.95
4537,spouse,83.75,83.75
4538,spread,7.99,7.99
4539,sprinkled,"['$2.5', '$3.5', '$3.5', '$3.5', '$3.5', '$3.95', '$4.95', '$4.95', '$4.95', '$5.0', '$5.0', '$16.0', '$31.88', '$35.0', '$53.0', '$53.0', '$53.0']",16.89294117647059
4540,square,"['$0.1', '$0.1', '$20.0', '$40.0', '$60.0', '$60.0']",30.03333333333333
4541,squeezing,12.99,12.99
4542,squirrel,10.99,10.99
4543,squirrel's,11.99,11.99
4544,stab,150.0,150.0
4545,stability,184.99,184.99
4546,stable,14.99,14.99
4547,stack,"['$0.0', '$0.0', '$1.0', '$1.0', '$4.0', '$4.0', '$9.89', '$79.0', '$200.0', '$995.0', '$1999.0']",299.3536363636363
4548,stacked,23.2,23.2
4549,staff,12.95,12.95
4550,stag,87.99,87.99
4551,stage,105.45,105.45
4552,stages,349.99,349.99
4553,stain,16.99,16.99
4554,stairs,29.62,29.62
4555,stamps,46.0,46.0
4556,stance,$115.0,115.0
4557,stand,"['$6.5', '$25.0']",15.75
4558,standard,72.99,72.99
4559,standards,59.59,59.59
4560,standing,99.99,99.99
4561,standpoint,79.99,79.99
4562,stands,29.78,29.78
4563,standstill,12.5,12.5
4564,star,29.99,29.99
4565,stars,10.97,10.97
4566,start,72.0,72.0
4567,started,15.5,15.5
4568,starting,12.95,12.95
4569,starts,7.99,7.99
4570,state,1.25,1.25
4571,stated,14.99,14.99
4572,statement,,
4573,states,1.25,1.25
4574,statistic,4.75,4.75
4575,statistics,4.09,4.09
4576,stats,56.99,56.99
4577,statue,"['$45.0', '$48.8', '$53.3', '$57.2', '$57.2', '$58.4', '$59.5', '$104.3', '$141.3']",69.44444444444444
4578,status,125.0,125.0
4579,stay,19.48,19.48
4580,stayed,"['$22.0', '$73.0', '$99.0', '$120.0', '$300.0', '$300.0', '$300.0', '$300.0', '$325.0', '$350.0', '$420.0', '$425.0', '$575.0', '$4500.0']",579.2142857142858
4581,staying,4.14,4.14
4582,stays,12.95,12.95
4583,steady,39.99,39.99
4584,steak,15.99,15.99
4585,steal,19.95,19.95
4586,stealing,"['$1.7', '$13.7', '$17.1', '$50.0', '$50.0', '$186.0', '$423.0', '$423.0']",145.5625
4587,steel,39.99,39.99
4588,steering,"['$100.0', '$150.0', '$200.0', '$220.0', '$250.0', '$281.0', '$323.0', '$350.0', '$366.0', '$389.0', '$412.0', '$448.0', '$458.0', '$472.0', '$472.0', '$500.0', '$523.0', '$603.0', '$603.0', '$893.0', '$937.0', '$1000.0', '$1049.0']",478.2173913043478
4589,stem,11.97,11.97
4590,step,"['$2.0', '$2.0', '$5.0', '$13.35', '$14.53', '$300.0', '$300.0', '$300.0', '$900.0', '$925.0', '$1035.0', '$1060.0', '$1100.0', '$1275.0', '$1395.0', '$1430.0', '$1475.0']",678.3458823529411
4591,stepped,39.99,39.99
4592,stepping,14.98,14.98
4593,steps,107.0,107.0
4594,stepson,12.98,12.98
4595,stew,32.1,32.1
4596,stick,49.99,49.99
4597,sticker,9.99,9.99
4598,sticking,15.99,15.99
4599,stigma,108.98,108.98
4600,still,"['$1.0', '$2.0', '$8.0', '$25.0', '$40.0', '$700.0']",129.33333333333334
4601,stir,9.85,9.85
4602,stock,25.0,25.0
4603,stocks,20.93,20.93
4604,stole,19.95,19.95
4605,stomach,5.79,5.79
4606,stone,4.49,4.49
4607,stood,7.35,7.35
4608,stop,"['$50.0', '$50.0', '$53.0']",51.0
4609,stopped,3.98,3.98
4610,stops,5.89,5.89
4611,storage,28.99,28.99
4612,store,25.0,25.0
4613,stores,2.99,2.99
4614,stories,"['$16.48', '$53.99', '$53.99', '$59.99', '$200.0', '$1000.0', '$2000.0', '$5000.0']",1048.05625
4615,story,32.34,32.34
4616,straight,33.0,33.0
4617,strained,14.5,14.5
4618,strange,7.99,7.99
4619,stranger,8.95,8.95
4620,strategic,225.0,225.0
4621,strategically,4.39,4.39
4622,strategies,29.95,29.95
4623,strategy,6.0,6.0
4624,streak,59.95,59.95
4625,stream,199.99,199.99
4626,streaming,29.99,29.99
4627,street,20.92,20.92
4628,streets,16.49,16.49
4629,strength,17.95,17.95
4630,strengthening,19.99,19.99
4631,strengths,3.8,3.8
4632,stress,4.94,4.94
4633,stressed,9.99,9.99
4634,stressful,19.99,19.99
4635,stretch,19.99,19.99
4636,stretching,9.61,9.61
4637,strike,46.55,46.55
4638,stripe,19.99,19.99
4639,strive,54.99,54.99
4640,strong,6.29,6.29
4641,stronger,58.0,58.0
4642,strongest,23.6,23.6
4643,strongly,6.0,6.0
4644,struck,2000.0,2000.0
4645,structure,9.99,9.99
4646,structured,30.0,30.0
4647,structures,"['$4.0', '$4.0', '$17.0', '$20.0', '$100.0', '$150.0', '$300.0']",85.0
4648,struggle,23.45,23.45
4649,struggled,0.99,0.99
4650,struggles,3.97,3.97
4651,struggling,8.83,8.83
4652,stuck,17.95,17.95
4653,stud,6.55,6.55
4654,student,34.99,34.99
4655,students,9.98,9.98
4656,studied,28.99,28.99
4657,studies,5.15,5.15
4658,study,79.99,79.99
4659,studying,79.99,79.99
4660,stuff,29.99,29.99
4661,stupid,15.99,15.99
4662,stupider,11.3,11.3
4663,stupidest,40.0,40.0
4664,style,19.76,19.76
4665,subconscious,6.06,6.06
4666,subject,59.99,59.99
4667,subjects,"['$22.0', '$26.0', '$26.0', '$52.0', '$94.0', '$106.0']",54.33333333333334
4668,subliminal,10.99,10.99
4669,submitting,275.0,275.0
4670,subscribe,25.0,25.0
4671,subscribed,2.99,2.99
4672,subscriber,16.0,16.0
4673,subscribers,25.79,25.79
4674,subsequent,1375.0,1375.0
4675,subsidiary,10.5,10.5
4676,subtle,22.9,22.9
4677,subway,137.99,137.99
4678,succeed,3.2,3.2
4679,succeeds,5.99,5.99
4680,success,4.09,4.09
4681,successes,3.99,3.99
4682,successful,23.85,23.85
4683,successor,5.99,5.99
4684,such,2.45,2.45
4685,suck,7.0,7.0
4686,sucked,7.45,7.45
4687,sucking,34.29,34.29
4688,sucks,12.99,12.99
4689,suction,7.95,7.95
4690,sudden,9.95,9.95
4691,suddenly,3.99,3.99
4692,sued,49.99,49.99
4693,suffer,16.98,16.98
4694,suffering,14.99,14.99
4695,sufficiently,6.0,6.0
4696,sugar,15.99,15.99
4697,sugarcoat,20.95,20.95
4698,suggest,350.0,350.0
4699,suggesting,30.0,30.0
4700,suggestions,49.99,49.99
4701,suit,59.95,59.95
4702,sulphur,15.0,15.0
4703,sum,14.95,14.95
4704,summit,400.0,400.0
4705,sun,39.99,39.99
4706,sun's,3.5,3.5
4707,sunny,14.99,14.99
4708,sunshine,125.0,125.0
4709,sup,324.99,324.99
4710,super,50.0,50.0
4711,supercomputer,169.0,169.0
4712,superior,9.0,9.0
4713,supermarket,29.99,29.99
4714,superstar,49.99,49.99
4715,supply,48.99,48.99
4716,supplying,36.69,36.69
4717,support,11.98,11.98
4718,supporting,3.19,3.19
4719,supports,37.88,37.88
4720,suppose,5.0,5.0
4721,supposed,5.0,5.0
4722,suppress,14.99,14.99
4723,sure,10.99,10.99
4724,surefire,228.0,228.0
4725,surface,849.99,849.99
4726,surfboard,"['$1.0', '$380.0']",190.5
4727,surfer,11.99,11.99
4728,surgery,"['$3.0', '$3.0', '$4.0', '$5.0', '$134.0', '$201.0']",58.33333333333334
4729,surgical,13.89,13.89
4730,surprise,22.95,22.95
4731,surprised,3.99,3.99
4732,surround,69.95,69.95
4733,surrounded,,
4734,surroundings,14.99,14.99
4735,survival,13.5,13.5
4736,survive,13.5,13.5
4737,surviving,13.5,13.5
4738,suspended,14.99,14.99
4739,sustain,79.95,79.95
4740,swap,0.99,0.99
4741,swaps,0.99,0.99
4742,sweet,12.57,12.57
4743,sweetheart's,20.0,20.0
4744,swelling,8.59,8.59
4745,swim,13.29,13.29
4746,swimming,15.99,15.99
4747,swings,"['$1.0', '$1.0', '$3.0', '$10.0', '$100.0', '$150.0', '$332.0', '$472.0', '$500.0', '$500.0', '$500.0', '$653.0', '$900.0']",317.07692307692315
